sample_date	Rugosity	SD	VerRelief	Slope	Curvature	mean_depth	mean_temp	LogVR	tag	TempDiff
20/04/2017	1.077237198	0.26950261	1.0248	0.005772753	0.098055556	27.39615156	18.521	0.024497472	Achziv253Spring2017	-0.285
20/04/2017	1.024660275	0.220965843	0.826	0.013537963	0.284444444	28.35110682	18.426	-0.191160505	Achziv254Spring2017	-0.38
05/05/2017	1.073110241	0.826254149	3.0408	0.0140012	0.056944444	10.61077667	21.378	1.112120639	SdotYam101Spring2017	
05/05/2017	1.030999672	0.271483346	0.8747	7.04E-05	0.086363636	8.40110708	21.378	-0.133874309	SdotYam102Spring2017	
05/05/2017	1.051619936	0.349422214	1.3887	0.008957494	0.077027027	10.55252119	21.378	0.328368058	SdotYam103Spring2017	
05/05/2017	1.030080538	0.229558659	0.8296	0.007906955	0.112857143	8.5151525	21.378	-0.186811622	SdotYam104Spring2017	
05/05/2017	1.034098122	0.426624922	1.3972	0.008589782	0.036590909	25.0929497	20.234	0.334470234	SdotYam251Spring2017	-1.144
05/05/2017	1.028645818	0.465147996	1.4996	0.011700578	0.053571429	26.08442256	20.138	0.405198406	SdotYam252Spring2017	-1.24
05/05/2017	1.025795561	0.307109209	1.1411	0.007777292	0.042432432	23.97346094	20.16875	0.131992709	SdotYam253Spring2017	-1.20925
05/05/2017	1.017277318	0.763535141	2.4029	0.02299459	0.051612903	26.72552832	20.043	0.876676341	SdotYam254Spring2017	-1.335
09/11/2017	1.027660076	0.517004928	1.4663	0.015296123	0.057241379	11.62542353	24.738	0.382742221	Achziv101Fall2017	
09/11/2017	1.035441472	0.187919254	0.6947	0.001944207	0.054468085	11.02837586	24.738	-0.364275181	Achziv102Fall2017	
09/11/2017	1.037728471	0.525547244	1.4665	0.013088699	0.057435897	11.02546063	24.738	0.382878609	Achziv103Fall2017	
09/11/2017	1.035528978	0.101551231	0.521	0.000296676	0.063275862	10.40632848	24.738	-0.652005237	Achziv104Fall2017	
09/11/2017	1.030131504	0.374750188	1.6355	0.007850001	0.033870968	25.50516107	24.738	0.491948568	Achziv251Fall2017	
09/11/2017	1.031793015	0.436620283	2.0071	0.008796991	0.040322581	26.59461486	24.738	0.696690894	Achziv252Fall2017	0
09/11/2017	1.01767568	0.584394065	2.1558	0.01939131	0.057307692	23.38885686	24.641	0.768161884	Achziv253Fall2017	-0.097
09/11/2017	1.019834406	0.202181824	0.7442	0.002981399	0.023513514	24.06977006	24.641	-0.295445463	Achziv254Fall2017	-0.097
06/12/2017	1.00002477	0.034334604	0.08191463	0.008191463	0.05	40.60595115	20.805	-2.502077672	Achziv451Fall2017	-3.933
10/04/2018	1.047370872	0.423112169	1.3171	0.013671374	0.112	12.84948218	19.853	0.27543235	Achziv101Spring2018	
10/04/2018	1.046603868	0.33445864	1.2976	0.009247195	0.090909091	13.4145	19.853	0.260516404	Achziv102Spring2018	
10/04/2018	1.0591611	0.186023686	0.7261	0.001285901	0.071	11.95468968	19.853	-0.320067533	Achziv103Spring2018	
10/04/2018	1.045220477	0.377331931	1.3686	0.006876811	0.111764706	12.72604388	19.853	0.31378832	Achziv104Spring2018	
10/04/2018	1.062184132	0.957144737	4.3993	0.021925882	0.042173913	23.41645391	19.758	1.481445437	Achziv251Spring2018	-0.095
10/04/2018	1.042550883	0.512024936	1.814	0.009227056	0.048571429	24.63557071	19.68942857	0.595534352	Achziv252Spring2018	-0.163571429
10/04/2018	1.021679787	0.137801018	0.6028	0.00072029	0.060588235	22.34297458	19.758	-0.506169812	Achziv253Spring2018	-0.095
10/04/2018	1.042406549	0.433437787	1.821	0.011697292	0.0552	22.62236296	19.758	0.599385801	Achziv254Spring2018	-0.095
11/04/2018	1.094447546	0.363853231	1.6527	8.83E-06	0.11	8.614178448	20.86625862	0.502410314	SdotYam101Spring2018	
11/04/2018	1.063395688	0.607734117	2.5456	0.01261872	0.093846154	10.70286195	20.901	0.934366379	SdotYam102Spring2018	
11/04/2018	1.026815959	0.182175045	0.8551	0.001104482	0.085428571	8.346829524	20.97971429	-0.156536858	SdotYam103Spring2018	
11/04/2018	1.144252823	0.431650825	2.1925	0.006527462	0.112424242	10.01831958	20.996	0.785042445	SdotYam104Spring2018	
11/04/2018	1.047917633	0.130104388	1.2245	0.002334648	0.050285714	24.07353167	19.853	0.202532597	SdotYam251Spring2018	-1.013258621
11/04/2018	1.02153383	0.257354696	0.9741	0.004617574	0.038222222	26.37359733	19.948	-0.026241311	SdotYam252Spring2018	-0.953
11/04/2018	1.020678644	0.791672259	2.5254	0.017660414	0.030555556	24.78278146	19.853	0.926399466	SdotYam253Spring2018	-1.126714286
11/04/2018	1.025732933	0.503130519	1.6153	0.011177805	0.033409091	24.85500784	19.853	0.479520698	SdotYam254Spring2018	-1.143
16/10/2018	1.028173703	0.402812914	1.4291	0.002642274	0.079583333	8.188664444	27.272	0.357044876	SdotYam101Fall2018	
16/10/2018	1.069114553	0.571092623	2.2079	0.009835531	0.064054054	9.165604082	27.38733333	0.792041838	SdotYam102Fall2018	
16/10/2018	1.051631304	0.564596128	2.2075	0.006776673	0.05	9.577521429	27.50158929	0.791860653	SdotYam103Fall2018	
16/10/2018	1.165351759	0.508154129	2.1751	0.004872838	0.078780488	10.20429153	27.48589831	0.77707464	SdotYam104Fall2018	
16/10/2018	1.01017098	0.143038859	0.6867	0.002962762	0.052058824	24.23850211	27.567	-0.375857763	SdotYam251Fall2018	0.295
16/10/2018	1.06505044	0.258960986	1.7387	0.004793043	0.078611111	26.61180579	27.567	0.553137708	SdotYam252Fall2018	0.179666667
16/10/2018	1.041969587	0.152649495	1.0976	0.003014594	0.090689655	24.47388542	27.567	0.093125978	SdotYam253Fall2018	0.065410714
16/10/2018	1.02307758	0.716539094	2.2008	0.021420307	0.053	26.04055089	27.567	0.788820931	SdotYam254Fall2018	0.081101695
31/10/2018	1.113740447	0.63224911	2.4502	0.011283721	0.10173913	12.08586493	25.028	0.896169654	Achziv101Fall2018	
31/10/2018	1.028398966	0.323271146	1.2217	0.006573997	0.051481481	12.4736562	24.97108264	0.200243331	Achziv102Fall2018	
31/10/2018	1.019688961	0.564295931	1.6917	0.010285697	0.046206897	11.46005341	25.028	0.52573394	Achziv103Fall2018	
31/10/2018	1.016666749	0.263406358	1.0484	0.006052983	0.046551724	11.30272193	25.028	0.047265192	Achziv104Fall2018	
31/10/2018	1.029148245	0.453783625	1.4869	0.011116812	0.045609756	26.53580515	20.84100735	0.396693416	Achziv251Fall2018	-4.186992647
31/10/2018	1.036286026	0.37295169	1.6271	0.009262858	0.052857143	28.07724219	20.519	0.486799289	Achziv252Fall2018	-4.452082645
31/10/2018	1.024327663	0.188739642	0.7116	0.003206756	0.063076923	24.99430377	20.91533962	-0.340239323	Achziv253Fall2018	-4.112660377
31/10/2018	1.035902793	0.833049765	2.4288	0.023713175	0.071578947	26.50931456	20.70538835	0.887397308	Achziv254Fall2018	-4.32261165
25/12/2018	1.027731602	0.18035004	0.73792253	0.003466894	0.040294118	40.05786454	20.996	-0.303916433	SdotYam451Fall2018	
25/12/2018	1.036466504	0.43333945	1.60207254	0.008312792	0.040638298	40.18914641	20.996	0.471298129	SdotYam452Fall2018	
25/12/2018	1.021530936	0.172728733	0.60547742	0.001462961	0.048108108	40.51181596	20.996	-0.501738008	SdotYam453Fall2018	
25/12/2018	1.019674505	0.285598278	1.12874414	0.006942663	0.033571429	41.25494172	20.996	0.121105634	SdotYam454Fall2018	
