,date,sample_year,season,kPa,TempC,Transect,depths,depth,site,site_id,reserve
57,24/05/2018 10:21,2018,Fall,395.587,22.333,1,29.5587,30,Ashdod,Ashdod30,N
58,24/05/2018 10:21,2018,Fall,394.498,22.333,1,29.4498,30,Ashdod,Ashdod30,N
59,24/05/2018 10:21,2018,Fall,393.793,22.333,1,29.3793,30,Ashdod,Ashdod30,N
60,24/05/2018 10:21,2018,Fall,394.434,22.333,1,29.4434,30,Ashdod,Ashdod30,N
61,24/05/2018 10:21,2018,Fall,394.69,22.333,1,29.469,30,Ashdod,Ashdod30,N
62,24/05/2018 10:21,2018,Fall,391.615,22.333,1,29.1615,30,Ashdod,Ashdod30,N
63,24/05/2018 10:21,2018,Fall,386.489,22.333,1,28.6489,30,Ashdod,Ashdod30,N
64,24/05/2018 10:21,2018,Fall,385.015,22.333,1,28.5015,30,Ashdod,Ashdod30,N
65,24/05/2018 10:21,2018,Fall,384.118,22.333,1,28.4118,30,Ashdod,Ashdod30,N
66,24/05/2018 10:21,2018,Fall,383.221,22.333,1,28.3221,30,Ashdod,Ashdod30,N
67,24/05/2018 10:21,2018,Fall,382.709,22.333,1,28.2709,30,Ashdod,Ashdod30,N
68,24/05/2018 10:21,2018,Fall,382.58,22.333,1,28.258,30,Ashdod,Ashdod30,N
69,24/05/2018 10:21,2018,Fall,382.26,22.333,1,28.226,30,Ashdod,Ashdod30,N
70,24/05/2018 10:21,2018,Fall,382.26,22.333,1,28.226,30,Ashdod,Ashdod30,N
71,24/05/2018 10:21,2018,Fall,382.709,22.333,1,28.2709,30,Ashdod,Ashdod30,N
72,24/05/2018 10:21,2018,Fall,383.349,22.333,1,28.3349,30,Ashdod,Ashdod30,N
73,24/05/2018 10:21,2018,Fall,384.182,22.333,1,28.4182,30,Ashdod,Ashdod30,N
74,24/05/2018 10:21,2018,Fall,385.977,22.333,1,28.5977,30,Ashdod,Ashdod30,N
75,24/05/2018 10:21,2018,Fall,387.13,22.333,1,28.713,30,Ashdod,Ashdod30,N
76,24/05/2018 10:21,2018,Fall,389.18,22.333,1,28.918,30,Ashdod,Ashdod30,N
77,24/05/2018 10:21,2018,Fall,391.551,22.333,1,29.1551,30,Ashdod,Ashdod30,N
78,24/05/2018 10:21,2018,Fall,393.729,22.333,1,29.3729,30,Ashdod,Ashdod30,N
79,24/05/2018 10:21,2018,Fall,394.69,22.333,1,29.469,30,Ashdod,Ashdod30,N
80,24/05/2018 10:21,2018,Fall,395.779,22.333,1,29.5779,30,Ashdod,Ashdod30,N
81,24/05/2018 10:21,2018,Fall,397.637,22.333,1,29.7637,30,Ashdod,Ashdod30,N
82,24/05/2018 10:21,2018,Fall,399.815,22.333,1,29.9815,30,Ashdod,Ashdod30,N
83,24/05/2018 10:21,2018,Fall,399.751,22.333,1,29.9751,30,Ashdod,Ashdod30,N
84,24/05/2018 10:21,2018,Fall,400.264,22.333,1,30.0264,30,Ashdod,Ashdod30,N
85,24/05/2018 10:21,2018,Fall,402.57,22.333,1,30.257,30,Ashdod,Ashdod30,N
86,24/05/2018 10:21,2018,Fall,401.737,22.333,1,30.1737,30,Ashdod,Ashdod30,N
87,24/05/2018 10:21,2018,Fall,397.445,22.333,1,29.7445,30,Ashdod,Ashdod30,N
88,24/05/2018 10:21,2018,Fall,395.267,22.333,1,29.5267,30,Ashdod,Ashdod30,N
89,24/05/2018 10:21,2018,Fall,395.523,22.333,1,29.5523,30,Ashdod,Ashdod30,N
90,24/05/2018 10:21,2018,Fall,395.523,22.333,1,29.5523,30,Ashdod,Ashdod30,N
91,24/05/2018 10:21,2018,Fall,395.01,22.333,1,29.501,30,Ashdod,Ashdod30,N
92,24/05/2018 10:21,2018,Fall,395.139,22.333,1,29.5139,30,Ashdod,Ashdod30,N
93,24/05/2018 10:21,2018,Fall,395.587,22.333,1,29.5587,30,Ashdod,Ashdod30,N
94,24/05/2018 10:21,2018,Fall,395.459,22.333,1,29.5459,30,Ashdod,Ashdod30,N
95,24/05/2018 10:21,2018,Fall,395.587,22.333,1,29.5587,30,Ashdod,Ashdod30,N
96,24/05/2018 10:21,2018,Fall,396.612,22.333,1,29.6612,30,Ashdod,Ashdod30,N
97,24/05/2018 10:21,2018,Fall,396.676,22.333,1,29.6676,30,Ashdod,Ashdod30,N
98,24/05/2018 10:21,2018,Fall,397.317,22.333,1,29.7317,30,Ashdod,Ashdod30,N
99,24/05/2018 10:22,2018,Fall,397.509,22.333,1,29.7509,30,Ashdod,Ashdod30,N
100,24/05/2018 10:22,2018,Fall,398.15,22.333,1,29.815,30,Ashdod,Ashdod30,N
101,24/05/2018 10:22,2018,Fall,397.957,22.333,1,29.7957,30,Ashdod,Ashdod30,N
102,24/05/2018 10:22,2018,Fall,400.392,22.333,1,30.0392,30,Ashdod,Ashdod30,N
103,24/05/2018 10:22,2018,Fall,403.018,22.333,1,30.3018,30,Ashdod,Ashdod30,N
104,24/05/2018 10:22,2018,Fall,404.747,22.333,1,30.4747,30,Ashdod,Ashdod30,N
105,24/05/2018 10:22,2018,Fall,406.861,22.333,1,30.6861,30,Ashdod,Ashdod30,N
106,24/05/2018 10:22,2018,Fall,409.231,22.333,1,30.9231,30,Ashdod,Ashdod30,N
107,24/05/2018 10:22,2018,Fall,411.601,22.333,1,31.1601,30,Ashdod,Ashdod30,N
108,24/05/2018 10:22,2018,Fall,411.472,22.333,1,31.1472,30,Ashdod,Ashdod30,N
109,24/05/2018 10:22,2018,Fall,412.433,22.333,1,31.2433,30,Ashdod,Ashdod30,N
110,24/05/2018 10:22,2018,Fall,411.857,22.333,1,31.1857,30,Ashdod,Ashdod30,N
111,24/05/2018 10:22,2018,Fall,410.448,22.333,1,31.0448,30,Ashdod,Ashdod30,N
112,24/05/2018 10:22,2018,Fall,411.985,22.333,1,31.1985,30,Ashdod,Ashdod30,N
113,24/05/2018 10:22,2018,Fall,412.497,22.333,1,31.2497,30,Ashdod,Ashdod30,N
114,24/05/2018 10:22,2018,Fall,412.881,22.333,1,31.2881,30,Ashdod,Ashdod30,N
115,24/05/2018 10:22,2018,Fall,412.817,22.333,1,31.2817,30,Ashdod,Ashdod30,N
116,24/05/2018 10:22,2018,Fall,409.295,22.333,1,30.9295,30,Ashdod,Ashdod30,N
117,24/05/2018 10:22,2018,Fall,407.245,22.333,1,30.7245,30,Ashdod,Ashdod30,N
118,24/05/2018 10:22,2018,Fall,404.747,22.333,1,30.4747,30,Ashdod,Ashdod30,N
119,24/05/2018 10:22,2018,Fall,407.886,22.333,1,30.7886,30,Ashdod,Ashdod30,N
120,24/05/2018 10:22,2018,Fall,409.039,22.333,1,30.9039,30,Ashdod,Ashdod30,N
121,24/05/2018 10:22,2018,Fall,409.039,22.333,1,30.9039,30,Ashdod,Ashdod30,N
122,24/05/2018 10:22,2018,Fall,409.487,22.333,1,30.9487,30,Ashdod,Ashdod30,N
123,24/05/2018 10:22,2018,Fall,408.783,22.333,1,30.8783,30,Ashdod,Ashdod30,N
124,24/05/2018 10:22,2018,Fall,408.526,22.333,1,30.8526,30,Ashdod,Ashdod30,N
125,24/05/2018 10:22,2018,Fall,410.063,22.333,1,31.0063,30,Ashdod,Ashdod30,N
126,24/05/2018 10:22,2018,Fall,412.945,22.333,1,31.2945,30,Ashdod,Ashdod30,N
127,24/05/2018 10:33,2018,Fall,400.967,22.238,2,30.0967,30,Ashdod,Ashdod30,N
128,24/05/2018 10:33,2018,Fall,400.327,22.238,2,30.0327,30,Ashdod,Ashdod30,N
129,24/05/2018 10:33,2018,Fall,391.294,22.238,2,29.1294,30,Ashdod,Ashdod30,N
130,24/05/2018 10:34,2018,Fall,395.33,22.238,2,29.533,30,Ashdod,Ashdod30,N
131,24/05/2018 10:34,2018,Fall,401.608,22.238,2,30.1608,30,Ashdod,Ashdod30,N
132,24/05/2018 10:34,2018,Fall,397.124,22.238,2,29.7124,30,Ashdod,Ashdod30,N
133,24/05/2018 10:34,2018,Fall,392.255,22.238,2,29.2255,30,Ashdod,Ashdod30,N
134,24/05/2018 10:34,2018,Fall,399.366,22.238,2,29.9366,30,Ashdod,Ashdod30,N
135,24/05/2018 10:34,2018,Fall,401.864,22.238,2,30.1864,30,Ashdod,Ashdod30,N
136,24/05/2018 10:34,2018,Fall,402.441,22.238,2,30.2441,30,Ashdod,Ashdod30,N
137,24/05/2018 10:34,2018,Fall,402.248,22.238,2,30.2248,30,Ashdod,Ashdod30,N
138,24/05/2018 10:34,2018,Fall,403.273,22.238,2,30.3273,30,Ashdod,Ashdod30,N
139,24/05/2018 10:34,2018,Fall,404.042,22.238,2,30.4042,30,Ashdod,Ashdod30,N
140,24/05/2018 10:34,2018,Fall,403.978,22.238,2,30.3978,30,Ashdod,Ashdod30,N
141,24/05/2018 10:34,2018,Fall,403.786,22.238,2,30.3786,30,Ashdod,Ashdod30,N
142,24/05/2018 10:34,2018,Fall,403.594,22.238,2,30.3594,30,Ashdod,Ashdod30,N
143,24/05/2018 10:34,2018,Fall,408.077,22.238,2,30.8077,30,Ashdod,Ashdod30,N
144,24/05/2018 10:34,2018,Fall,409.102,22.238,2,30.9102,30,Ashdod,Ashdod30,N
145,24/05/2018 10:34,2018,Fall,408.846,22.238,2,30.8846,30,Ashdod,Ashdod30,N
146,24/05/2018 10:34,2018,Fall,408.077,22.238,2,30.8077,30,Ashdod,Ashdod30,N
147,24/05/2018 10:34,2018,Fall,410.191,22.238,2,31.0191,30,Ashdod,Ashdod30,N
148,24/05/2018 10:34,2018,Fall,410.063,22.238,2,31.0063,30,Ashdod,Ashdod30,N
149,24/05/2018 10:34,2018,Fall,409.999,22.238,2,30.9999,30,Ashdod,Ashdod30,N
150,24/05/2018 10:34,2018,Fall,409.742,22.238,2,30.9742,30,Ashdod,Ashdod30,N
151,24/05/2018 10:34,2018,Fall,408.59,22.238,2,30.859,30,Ashdod,Ashdod30,N
152,24/05/2018 10:34,2018,Fall,402.313,22.238,2,30.2313,30,Ashdod,Ashdod30,N
153,24/05/2018 10:34,2018,Fall,398.982,22.238,2,29.8982,30,Ashdod,Ashdod30,N
154,24/05/2018 10:34,2018,Fall,397.893,22.238,2,29.7893,30,Ashdod,Ashdod30,N
155,24/05/2018 10:34,2018,Fall,397.829,22.238,2,29.7829,30,Ashdod,Ashdod30,N
156,24/05/2018 10:34,2018,Fall,397.957,22.238,2,29.7957,30,Ashdod,Ashdod30,N
157,24/05/2018 10:34,2018,Fall,396.291,22.238,2,29.6291,30,Ashdod,Ashdod30,N
158,24/05/2018 10:34,2018,Fall,397.252,22.238,2,29.7252,30,Ashdod,Ashdod30,N
159,24/05/2018 10:34,2018,Fall,397.957,22.238,2,29.7957,30,Ashdod,Ashdod30,N
160,24/05/2018 10:34,2018,Fall,398.085,22.238,2,29.8085,30,Ashdod,Ashdod30,N
161,24/05/2018 10:34,2018,Fall,398.341,22.238,2,29.8341,30,Ashdod,Ashdod30,N
162,24/05/2018 10:34,2018,Fall,398.725,22.238,2,29.8725,30,Ashdod,Ashdod30,N
163,24/05/2018 10:34,2018,Fall,399.43,22.238,2,29.943,30,Ashdod,Ashdod30,N
164,24/05/2018 10:34,2018,Fall,400.135,22.238,2,30.0135,30,Ashdod,Ashdod30,N
165,24/05/2018 10:34,2018,Fall,401.031,22.238,2,30.1031,30,Ashdod,Ashdod30,N
166,24/05/2018 10:34,2018,Fall,401.736,22.238,2,30.1736,30,Ashdod,Ashdod30,N
167,24/05/2018 10:34,2018,Fall,402.184,22.238,2,30.2184,30,Ashdod,Ashdod30,N
168,24/05/2018 10:34,2018,Fall,402.697,22.238,2,30.2697,30,Ashdod,Ashdod30,N
169,24/05/2018 10:34,2018,Fall,404.426,22.238,2,30.4426,30,Ashdod,Ashdod30,N
170,24/05/2018 10:34,2018,Fall,404.042,22.238,2,30.4042,30,Ashdod,Ashdod30,N
171,24/05/2018 10:34,2018,Fall,403.53,22.238,2,30.353,30,Ashdod,Ashdod30,N
172,24/05/2018 10:34,2018,Fall,402.569,22.238,2,30.2569,30,Ashdod,Ashdod30,N
173,24/05/2018 10:34,2018,Fall,403.081,22.238,2,30.3081,30,Ashdod,Ashdod30,N
174,24/05/2018 10:34,2018,Fall,403.273,22.238,2,30.3273,30,Ashdod,Ashdod30,N
175,24/05/2018 10:34,2018,Fall,401.031,22.238,2,30.1031,30,Ashdod,Ashdod30,N
176,24/05/2018 10:34,2018,Fall,402.313,22.238,2,30.2313,30,Ashdod,Ashdod30,N
177,24/05/2018 10:34,2018,Fall,403.786,22.238,2,30.3786,30,Ashdod,Ashdod30,N
178,24/05/2018 10:34,2018,Fall,404.49,22.238,2,30.449,30,Ashdod,Ashdod30,N
179,24/05/2018 10:34,2018,Fall,405.067,22.238,2,30.5067,30,Ashdod,Ashdod30,N
180,24/05/2018 10:34,2018,Fall,405.515,22.238,2,30.5515,30,Ashdod,Ashdod30,N
181,24/05/2018 10:34,2018,Fall,404.234,22.238,2,30.4234,30,Ashdod,Ashdod30,N
182,24/05/2018 10:34,2018,Fall,403.337,22.238,2,30.3337,30,Ashdod,Ashdod30,N
183,24/05/2018 10:34,2018,Fall,403.594,22.238,2,30.3594,30,Ashdod,Ashdod30,N
184,24/05/2018 10:34,2018,Fall,403.401,22.238,2,30.3401,30,Ashdod,Ashdod30,N
185,24/05/2018 10:34,2018,Fall,401.992,22.238,2,30.1992,30,Ashdod,Ashdod30,N
186,24/05/2018 10:34,2018,Fall,396.419,22.238,2,29.6419,30,Ashdod,Ashdod30,N
187,24/05/2018 10:34,2018,Fall,394.946,22.238,2,29.4946,30,Ashdod,Ashdod30,N
188,24/05/2018 10:34,2018,Fall,393.28,22.238,2,29.328,30,Ashdod,Ashdod30,N
189,24/05/2018 10:34,2018,Fall,391.678,22.238,2,29.1678,30,Ashdod,Ashdod30,N
190,24/05/2018 10:35,2018,Fall,390.717,22.238,2,29.0717,30,Ashdod,Ashdod30,N
191,24/05/2018 10:35,2018,Fall,388.475,22.238,2,28.8475,30,Ashdod,Ashdod30,N
192,24/05/2018 10:35,2018,Fall,387.514,22.238,2,28.7514,30,Ashdod,Ashdod30,N
193,24/05/2018 10:35,2018,Fall,386.553,22.238,2,28.6553,30,Ashdod,Ashdod30,N
194,24/05/2018 10:35,2018,Fall,385.976,22.238,2,28.5976,30,Ashdod,Ashdod30,N
195,24/05/2018 10:35,2018,Fall,385.271,22.238,2,28.5271,30,Ashdod,Ashdod30,N
196,24/05/2018 10:35,2018,Fall,385.143,22.238,2,28.5143,30,Ashdod,Ashdod30,N
197,24/05/2018 10:35,2018,Fall,384.566,22.238,2,28.4566,30,Ashdod,Ashdod30,N
198,24/05/2018 10:35,2018,Fall,385.143,22.238,2,28.5143,30,Ashdod,Ashdod30,N
199,24/05/2018 10:35,2018,Fall,385.848,22.238,2,28.5848,30,Ashdod,Ashdod30,N
200,24/05/2018 10:35,2018,Fall,387.129,22.238,2,28.7129,30,Ashdod,Ashdod30,N
201,24/05/2018 10:35,2018,Fall,388.603,22.238,2,28.8603,30,Ashdod,Ashdod30,N
202,24/05/2018 10:35,2018,Fall,390.077,22.238,2,29.0077,30,Ashdod,Ashdod30,N
203,24/05/2018 10:35,2018,Fall,391.871,22.238,2,29.1871,30,Ashdod,Ashdod30,N
204,24/05/2018 10:35,2018,Fall,391.806,22.238,2,29.1806,30,Ashdod,Ashdod30,N
205,24/05/2018 10:35,2018,Fall,391.166,22.238,2,29.1166,30,Ashdod,Ashdod30,N
206,24/05/2018 10:35,2018,Fall,390.91,22.238,2,29.091,30,Ashdod,Ashdod30,N
207,24/05/2018 10:35,2018,Fall,390.077,22.238,2,29.0077,30,Ashdod,Ashdod30,N
208,24/05/2018 10:35,2018,Fall,389.18,22.238,2,28.918,30,Ashdod,Ashdod30,N
209,24/05/2018 10:35,2018,Fall,388.795,22.238,2,28.8795,30,Ashdod,Ashdod30,N
210,24/05/2018 10:35,2018,Fall,390.077,22.238,2,29.0077,30,Ashdod,Ashdod30,N
211,24/05/2018 10:35,2018,Fall,387.834,22.238,2,28.7834,30,Ashdod,Ashdod30,N
212,24/05/2018 10:35,2018,Fall,383.221,22.238,2,28.3221,30,Ashdod,Ashdod30,N
213,24/05/2018 10:35,2018,Fall,381.362,22.238,2,28.1362,30,Ashdod,Ashdod30,N
214,24/05/2018 10:35,2018,Fall,380.786,22.238,2,28.0786,30,Ashdod,Ashdod30,N
215,24/05/2018 10:35,2018,Fall,380.465,22.238,2,28.0465,30,Ashdod,Ashdod30,N
216,24/05/2018 10:35,2018,Fall,380.657,22.238,2,28.0657,30,Ashdod,Ashdod30,N
217,24/05/2018 10:35,2018,Fall,381.234,22.238,2,28.1234,30,Ashdod,Ashdod30,N
218,24/05/2018 10:35,2018,Fall,381.491,22.238,2,28.1491,30,Ashdod,Ashdod30,N
219,24/05/2018 10:35,2018,Fall,382.131,22.238,2,28.2131,30,Ashdod,Ashdod30,N
220,24/05/2018 10:35,2018,Fall,381.683,22.238,2,28.1683,30,Ashdod,Ashdod30,N
221,24/05/2018 10:35,2018,Fall,381.939,22.238,2,28.1939,30,Ashdod,Ashdod30,N
222,24/05/2018 10:35,2018,Fall,382.067,22.238,2,28.2067,30,Ashdod,Ashdod30,N
223,24/05/2018 10:35,2018,Fall,382.324,22.238,2,28.2324,30,Ashdod,Ashdod30,N
224,24/05/2018 10:35,2018,Fall,382.772,22.238,2,28.2772,30,Ashdod,Ashdod30,N
225,24/05/2018 10:35,2018,Fall,383.541,22.238,2,28.3541,30,Ashdod,Ashdod30,N
226,24/05/2018 10:35,2018,Fall,383.669,22.238,2,28.3669,30,Ashdod,Ashdod30,N
227,24/05/2018 10:35,2018,Fall,384.63,22.238,2,28.463,30,Ashdod,Ashdod30,N
228,24/05/2018 10:35,2018,Fall,387.898,22.238,2,28.7898,30,Ashdod,Ashdod30,N
229,24/05/2018 10:35,2018,Fall,388.795,22.238,2,28.8795,30,Ashdod,Ashdod30,N
230,24/05/2018 10:35,2018,Fall,389.244,22.238,2,28.9244,30,Ashdod,Ashdod30,N
231,24/05/2018 10:35,2018,Fall,389.5,22.238,2,28.95,30,Ashdod,Ashdod30,N
232,24/05/2018 10:35,2018,Fall,390.205,22.238,2,29.0205,30,Ashdod,Ashdod30,N
233,24/05/2018 10:35,2018,Fall,391.038,22.238,2,29.1038,30,Ashdod,Ashdod30,N
234,24/05/2018 10:35,2018,Fall,392.319,22.238,2,29.2319,30,Ashdod,Ashdod30,N
235,24/05/2018 10:35,2018,Fall,393.6,22.238,2,29.36,30,Ashdod,Ashdod30,N
236,24/05/2018 10:35,2018,Fall,395.266,22.238,2,29.5266,30,Ashdod,Ashdod30,N
237,24/05/2018 10:35,2018,Fall,396.675,22.238,2,29.6675,30,Ashdod,Ashdod30,N
238,24/05/2018 10:35,2018,Fall,397.957,22.238,2,29.7957,30,Ashdod,Ashdod30,N
239,24/05/2018 10:35,2018,Fall,398.918,22.238,2,29.8918,30,Ashdod,Ashdod30,N
240,24/05/2018 10:35,2018,Fall,400.007,22.238,2,30.0007,30,Ashdod,Ashdod30,N
241,24/05/2018 10:35,2018,Fall,401.352,22.238,2,30.1352,30,Ashdod,Ashdod30,N
242,24/05/2018 10:35,2018,Fall,402.633,22.238,2,30.2633,30,Ashdod,Ashdod30,N
243,24/05/2018 10:35,2018,Fall,403.53,22.238,2,30.353,30,Ashdod,Ashdod30,N
244,24/05/2018 10:35,2018,Fall,404.875,22.238,2,30.4875,30,Ashdod,Ashdod30,N
245,24/05/2018 10:35,2018,Fall,406.092,22.238,2,30.6092,30,Ashdod,Ashdod30,N
246,24/05/2018 10:35,2018,Fall,407.116,22.238,2,30.7116,30,Ashdod,Ashdod30,N
247,24/05/2018 10:35,2018,Fall,407.501,22.238,2,30.7501,30,Ashdod,Ashdod30,N
248,24/05/2018 10:35,2018,Fall,407.949,22.238,2,30.7949,30,Ashdod,Ashdod30,N
249,24/05/2018 10:35,2018,Fall,408.91,22.238,2,30.891,30,Ashdod,Ashdod30,N
250,24/05/2018 10:36,2018,Fall,409.806,22.238,2,30.9806,30,Ashdod,Ashdod30,N
251,24/05/2018 10:36,2018,Fall,410.447,22.238,2,31.0447,30,Ashdod,Ashdod30,N
252,24/05/2018 10:36,2018,Fall,411.472,22.238,2,31.1472,30,Ashdod,Ashdod30,N
253,24/05/2018 10:36,2018,Fall,412.945,22.238,2,31.2945,30,Ashdod,Ashdod30,N
254,24/05/2018 10:36,2018,Fall,413.969,22.238,2,31.3969,30,Ashdod,Ashdod30,N
255,24/05/2018 10:36,2018,Fall,414.481,22.238,2,31.4481,30,Ashdod,Ashdod30,N
256,24/05/2018 10:36,2018,Fall,416.659,22.238,2,31.6659,30,Ashdod,Ashdod30,N
257,24/05/2018 10:36,2018,Fall,416.467,22.238,2,31.6467,30,Ashdod,Ashdod30,N
258,24/05/2018 10:36,2018,Fall,413.265,22.238,2,31.3265,30,Ashdod,Ashdod30,N
259,24/05/2018 10:36,2018,Fall,411.536,22.238,2,31.1536,30,Ashdod,Ashdod30,N
260,24/05/2018 10:36,2018,Fall,410.063,22.238,2,31.0063,30,Ashdod,Ashdod30,N
261,24/05/2018 10:36,2018,Fall,408.141,22.238,2,30.8141,30,Ashdod,Ashdod30,N
262,24/05/2018 10:36,2018,Fall,407.501,22.238,2,30.7501,30,Ashdod,Ashdod30,N
263,24/05/2018 10:36,2018,Fall,406.668,22.238,2,30.6668,30,Ashdod,Ashdod30,N
264,24/05/2018 10:36,2018,Fall,406.028,22.238,2,30.6028,30,Ashdod,Ashdod30,N
265,24/05/2018 10:36,2018,Fall,405.643,22.238,2,30.5643,30,Ashdod,Ashdod30,N
266,24/05/2018 10:36,2018,Fall,406.028,22.238,2,30.6028,30,Ashdod,Ashdod30,N
267,24/05/2018 10:36,2018,Fall,406.092,22.238,2,30.6092,30,Ashdod,Ashdod30,N
268,24/05/2018 10:36,2018,Fall,406.156,22.238,2,30.6156,30,Ashdod,Ashdod30,N
