"","site_id","site","reserve","sample_date","sample_year","depth_category","season","visibility","date_id","taxonomy_group","long","lat","tag","Algae","Bryozoan","Hard.Substrate","Hydrozoa","Soft.Substrate","Sponge","Rugosity","SD","VerRelief","Slope","Curvature","mean_depth","LogVR","n_species_sample","n_ind_sample","Acantholabrus palloni","Argyrosomus regius","Atherinomorus forskalii","Balistes capriscus","Cheilodipterus novemstriatus","Chromis chromis","Coris julis","Dasyatis pastinaca","Diplodus cervinus","Diplodus puntazzo","Diplodus sargus","Diplodus vulgaris","Echeneis sp","Epinephelus costae","Epinephelus marginatus","Fistularia commersonii","Gobius bucchichi","Gobius vittatus","Muraena helena","Mycteroperca rubra","Pagrus auriga","Pagrus caeruleostictus","Parablennius rouxi","Parupeneus forsskali","Pterois miles","Salpa salpa","Saprisoma cretense","Sardin sp","Sargocentron rubrum","Scarus ghobban","Sciaena umbra","Scomber sp","Scomberomorus commerson","Seriola dumerili","Serranus cabrilla","Serranus scriba","Siganus luridus","Siganus rivulatus","Sparisoma cretense","Symphodus mediterraneus","Symphodus tinca","Synodus saurus","Taeniurops grabatus","Thalassoma pavo","Torquigener flavimaculosus"
"11","Achziv25","Achziv","R","05/11/2019",2019,25,"Fall",9,18205,"fish",35.092,33.073,"Achziv253Fall2019",0.695302019511783,0.00838468325005662,0,0.0103481850238041,0.07136962528322,0.163501323376104,NA,NA,NA,NA,NA,NA,NA,9,230,0,0,0,0,0,190,3,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,5,0,0,0,0,5,0,0,0,0,0,1,0,0,20,0,0,0,0,0,0,0
"12","Achziv25","Achziv","R","05/11/2019",2019,25,"Fall",10,18205,"fish",35.092,33.073,"Achziv254Fall2019",0.857590422784465,0.0423946595369164,0,0.0130806307115486,0.0574094347895743,0.0295248521774953,NA,NA,NA,NA,NA,NA,NA,8,114,0,0,0,0,0,90,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,0
"13","Achziv25","Achziv","R","09/11/2017",2017,25,"Fall",12,17479,"fish",35.092,33.073,"Achziv251Fall2017",0.804306024020427,0,0,0,0.0305771837468083,0.165116792232765,1.03013150382987,0.374750187730766,1.6355,0.00785000108833668,0.0338709677419355,25.5051610738255,0.491948567996302,7,38,0,0,0,0,0,3,12,0,0,0,0,0,0,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"14","Achziv25","Achziv","R","09/11/2017",2017,25,"Fall",12,17479,"fish",35.092,33.073,"Achziv252Fall2017",0.697789084049106,0,0,0,0.152491746580726,0.149719169370168,1.03179301527001,0.436620283255739,2.0071,0.00879699078615664,0.0403225806451613,26.5946148648649,0.696690894183311,6,32,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0
"15","Achziv25","Achziv","R","09/11/2017",2017,25,"Fall",12,17479,"fish",35.092,33.073,"Achziv253Fall2017",0.902708124373119,0,0,0,0.0694941968763433,0.0277976787505373,1.01767567978577,0.584394064544814,2.1558,0.0193913101989809,0.0573076923076923,23.3888568627451,0.768161884365391,8,70,0,0,0,0,0,5,2,0,0,0,0,0,0,3,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40,0,0,0,0,0,1,0
"16","Achziv25","Achziv","R","09/11/2017",2017,25,"Fall",12,17479,"fish",35.092,33.073,"Achziv254Fall2017",0.765611089914791,0,0,0,0.0616812921276866,0.172707617957523,NA,NA,NA,NA,NA,NA,NA,9,41,0,0,0,0,0,7,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,4,0,0,9,0,0,0,0,0,2,1
"17","Achziv25","Achziv","R","10/04/2018",2018,25,"Spring",7,17631,"fish",35.092,33.073,"Achziv253Spring2018",0.547748687685436,0,0,0,0.144575844096564,0.260236519373815,1.02432766282622,0.188739642251047,0.711600000000001,0.0032067561780487,0.0630769230769231,24.9943037735849,-0.340239323190456,6,22,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,2,0,0,0,0,0,4,3
"18","Achziv25","Achziv","R","10/04/2018",2018,25,"Spring",7,17631,"fish",35.092,33.073,"Achziv254Spring2018",0.526332832495726,0,0,0,0.270128490751775,0.2035386767525,1.03590279287947,0.833049764938607,2.4288,0.0237131748890744,0.071578947368421,26.5093145631068,0.887397308219175,5,27,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"19","Achziv25","Achziv","R","10/04/2018",2018,25,"Spring",9,17631,"fish",35.092,33.073,"Achziv251Spring2018",0.76000430292599,0,0,0,0.18633206294566,0.0536636341283501,1.02914824517712,0.453783625109761,1.4869,0.0111168124135299,0.045609756097561,26.5358051470588,0.39669341572104,7,30,0,0,0,0,0,0,5,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0
"20","Achziv25","Achziv","R","10/04/2018",2018,25,"Spring",9,17631,"fish",35.092,33.073,"Achziv252Spring2018",0.829216594588127,0,0,0,0.140937761747662,0.0298456436642109,1.03628602590771,0.372951690230211,1.6271,0.00926285764969777,0.0528571428571429,28.0772421875,0.486799289163138,7,20,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0
"21","Achziv25","Achziv","R","10/05/2022",2022,25,"Spring",9,19122,"fish",35.092,33.073,"Achziv253Spring2022",0.365969876138582,0.0468634692877128,0.0270366168967574,0,0.479792661755155,0.0803373759217933,NA,NA,NA,NA,NA,NA,NA,6,18,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"22","Achziv25","Achziv","R","10/05/2022",2022,25,"Spring",9,19122,"fish",35.092,33.073,"Achziv254Spring2022",0.356742880871786,0.0473217906934199,0.0295761191833874,0,0.500446715071286,0.0659124941801205,NA,NA,NA,NA,NA,NA,NA,8,34,0,0,0,0,0,0,1,0,0,0,0,0,0,9,1,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"23","Achziv25","Achziv","R","10/05/2022",2022,25,"Spring",10,19122,"fish",35.092,33.073,"Achziv251Spring2022",0.353428014394809,0.0565096440598294,0.0235456850249289,0,0.286659371652706,0.279857284867726,NA,NA,NA,NA,NA,NA,NA,7,30,0,0,0,0,0,4,1,0,0,0,0,0,0,2,1,0,0,0,0,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"24","Achziv25","Achziv","R","10/05/2022",2022,25,"Spring",10,19122,"fish",35.092,33.073,"Achziv252Spring2022",0.33734046496849,0.017122985401331,0,0,0.492897365481171,0.152639184149008,NA,NA,NA,NA,NA,NA,NA,6,22,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0
"25","Achziv25","Achziv","R","11/04/2016",2016,25,"Spring",12,16902,"fish",35.092,33.073,"Achziv251Spring2016",0.786553677606629,0,0,0,0.15894938901634,0.0544969333770308,NA,NA,NA,NA,NA,NA,NA,5,24,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"26","Achziv25","Achziv","R","11/04/2016",2016,25,"Spring",12,16902,"fish",35.092,33.073,"Achziv252Spring2016",0.752233121230899,0,0,0,0.168598763659447,0.0791681151096534,NA,NA,NA,NA,NA,NA,NA,6,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"27","Achziv25","Achziv","R","11/04/2016",2016,25,"Spring",12,16902,"fish",35.092,33.073,"Achziv253Spring2016",0.544654383288346,0,0.0298820560967023,0,0.20348257246802,0.221980988146931,NA,NA,NA,NA,NA,NA,NA,5,14,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
"28","Achziv25","Achziv","R","11/04/2016",2016,25,"Spring",12,16902,"fish",35.092,33.073,"Achziv254Spring2016",0.70511366214438,0,0,0,0.110032215617769,0.184854122237851,NA,NA,NA,NA,NA,NA,NA,6,20,0,0,0,0,0,4,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
"29","Achziv25","Achziv","R","11/05/2020",2020,25,"Spring",6,18393,"fish",35.092,33.073,"Achziv251Spring2020",0.667048040793837,0.0245787882077881,0.0307234852597351,0.0101115267943432,0.107776035593674,0.159762123350623,NA,NA,NA,NA,NA,NA,NA,5,15,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"30","Achziv25","Achziv","R","11/05/2020",2020,25,"Spring",7,18393,"fish",35.092,33.073,"Achziv252Spring2020",0.628580874130974,0.0295777140356848,0,0,0.0784714862171229,0.211873012786232,NA,NA,NA,NA,NA,NA,NA,7,37,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,5,0,0,0,0,3,0
"31","Achziv25","Achziv","R","11/05/2020",2020,25,"Spring",7,18393,"fish",35.092,33.073,"Achziv253Spring2020",0.639646107549671,0.0778289194871358,0,0,0.0991937209149769,0.127534784033542,NA,NA,NA,NA,NA,NA,NA,5,24,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0
"32","Achziv25","Achziv","R","11/05/2020",2020,25,"Spring",7,18393,"fish",35.092,33.073,"Achziv254Spring2020",0.641248844554229,0.0514484184629944,0,0.0126992931649163,0.151282849528091,0.14332059428977,NA,NA,NA,NA,NA,NA,NA,4,21,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"33","Achziv25","Achziv","R","18/11/2015",2015,25,"Fall",12,16757,"fish",35.092,33.073,"Achziv251Fall2015",0.567629831952025,0,0,0.00974773722215569,0.128345206758383,0.198018318998648,NA,NA,NA,NA,NA,NA,NA,7,58,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,20,0,0,0,0,0,2,0
"34","Achziv25","Achziv","R","18/11/2015",2015,25,"Fall",12,16757,"fish",35.092,33.073,"Achziv252Fall2015",0.843003669897431,0,0,0.0127787710548603,0.144217559047709,0,NA,NA,NA,NA,NA,NA,NA,8,20,0,0,0,0,0,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0
"35","Achziv25","Achziv","R","18/11/2015",2015,25,"Fall",15,16757,"fish",35.092,33.073,"Achziv253Fall2015",0.736905786540731,0,0.03617401887371,0,0.11943168136082,0.107488513224738,NA,NA,NA,NA,NA,NA,NA,8,20,0,0,0,0,0,3,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0
"36","Achziv25","Achziv","R","18/11/2015",2015,25,"Fall",15,16757,"fish",35.092,33.073,"Achziv254Fall2015",0.659321238037977,0,0,0,0.215130150622294,0.0726064258350241,NA,NA,NA,NA,NA,NA,NA,8,107,0,0,0,0,0,55,4,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,40,1,0,0,0,0,0,0
"37","Achziv25","Achziv","R","19/10/2020",2020,25,"Fall",5,18554,"fish",35.092,33.073,"Achziv251Fall2020",0.757933265258071,0.0102591350748345,0,0,0.174649561393016,0.0571580382740781,NA,NA,NA,NA,NA,NA,NA,6,53,0,0,0,0,0,30,10,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0
"38","Achziv25","Achziv","R","19/10/2020",2020,25,"Fall",5,18554,"fish",35.092,33.073,"Achziv252Fall2020",0.625036745252513,0,0,0,0.0926715268387324,0.282291727908754,NA,NA,NA,NA,NA,NA,NA,9,53,0,0,0,0,0,7,6,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,1,0,0,0,0,6,0,0,0,0,0,1,0,5,20,0,0,0,0,0,0,0
"39","Achziv25","Achziv","R","19/10/2020",2020,25,"Fall",5,18554,"fish",35.092,33.073,"Achziv253Fall2020",0.789268921800046,0.00969409122058935,0,0,0.120022081778725,0.0810149052006396,NA,NA,NA,NA,NA,NA,NA,7,84,0,0,0,0,0,46,7,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"40","Achziv25","Achziv","R","19/10/2020",2020,25,"Fall",5,18554,"fish",35.092,33.073,"Achziv254Fall2020",0.808489634748273,0.00518931312295004,0,0,0.128497277330191,0.0578237747985861,NA,NA,NA,NA,NA,NA,NA,9,59,0,0,0,0,0,10,12,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,20,0,0,0,0,0,3,0
"41","Achziv25","Achziv","R","20/04/2021",2021,25,"Spring",5,18737,"fish",35.092,33.073,"Achziv251Spring2021",0.381923465468673,0,0.172711310724761,0.0378944648003696,0.279170928182088,0.128299830824108,NA,NA,NA,NA,NA,NA,NA,5,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"42","Achziv25","Achziv","R","20/04/2021",2021,25,"Spring",5,18737,"fish",35.092,33.073,"Achziv253Spring2021",0.362000183326569,0.0303278966004229,0.113729612251586,0.0187149994844382,0.369621239817654,0.10560606851933,NA,NA,NA,NA,NA,NA,NA,5,15,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43","Achziv25","Achziv","R","20/04/2021",2021,25,"Spring",6,18737,"fish",35.092,33.073,"Achziv252Spring2021",0.249139329437054,0.0326133805066049,0.0733801061398611,0.0563509675841971,0.29779122438769,0.290724991944592,NA,NA,NA,NA,NA,NA,NA,9,23,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0,2,0,0,2,0,0,0,0,0,3,0
"44","Achziv25","Achziv","R","20/04/2021",2021,25,"Spring",6,18737,"fish",35.092,33.073,"Achziv254Spring2021",0.265699513879117,0.0881123174231601,0,0.0189123851376073,0.456523963460576,0.17075182009954,NA,NA,NA,NA,NA,NA,NA,5,15,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"45","Achziv25","Achziv","R","20/05/2015",2015,25,"Spring",15,16575,"fish",35.092,33.073,"Achziv251Spring2015",0.526929601357082,0,0.359944868532655,0,0.051420695504665,0.061704834605598,1.03762079600288,0.473440055574657,1.5636,0.00301598281161409,0.080952380952381,26.4269827956989,0.446990854936663,4,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
"46","Achziv25","Achziv","R","20/05/2015",2015,25,"Spring",15,16575,"fish",35.092,33.073,"Achziv252Spring2015",0.602766227007249,0,0.224878169306551,0,0.0530324934419077,0.119323110244292,1.03914925920138,0.286452101798276,1.0638,0.00795167090091847,0.1315625,26.1736294117647,0.0618474033260806,6,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,18,0,0,0,0,0,5,0
"47","Achziv25","Achziv","R","20/05/2015",2015,25,"Spring",15,16575,"fish",35.092,33.073,"Achziv253Spring2015",0.601730089805376,0,0.227745112027787,0,0.0738493220407563,0.096675476126081,1.03356699432636,0.465421472709169,1.442,0.015496460933261,0.115384615384615,25.6707229166667,0.366031038862757,4,7,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"48","Achziv25","Achziv","R","20/05/2015",2015,25,"Spring",15,16575,"fish",35.092,33.073,"Achziv254Spring2015",0.583368094480799,0,0.227598613030216,0,0.0410941940193446,0.14793909846964,1.12567452092657,0.251141193816227,1.205,0.000155111434605225,0.0555555555555556,25.3736776315789,0.186479566942617,5,7,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"49","Achziv25","Achziv","R","28/11/2021",2021,25,"Fall",10,18959,"fish",35.092,33.073,"Achziv252Fall2021",0.108680567266559,0.306349154568471,0,0,0.264944822053264,0.100400143093869,NA,NA,NA,NA,NA,NA,NA,6,55,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,14,24,0,0,0,0,0,0,0
"50","Achziv25","Achziv","R","28/11/2021",2021,25,"Fall",10,18959,"fish",35.092,33.073,"Achziv253Fall2021",0.0528811662409964,0.61962866243866,0,0,0.262354004648894,0.0651361666714495,NA,NA,NA,NA,NA,NA,NA,7,44,0,0,0,0,0,13,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,15,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"51","Achziv25","Achziv","R","28/11/2021",2021,25,"Fall",10,18959,"fish",35.092,33.073,"Achziv254Fall2021",0.0426520609582987,0.715304746855219,0,0,0.140722786154931,0.10132040603155,NA,NA,NA,NA,NA,NA,NA,10,87,0,0,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,0,0,10,1
"52","Achziv25","Achziv","R","28/11/2021",2021,25,"Fall",12,18959,"fish",35.092,33.073,"Achziv251Fall2021",0.116321064805421,0.407791259181106,0,0,0.383780383881833,0.0921072921316398,NA,NA,NA,NA,NA,NA,NA,7,35,0,0,0,0,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,5,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53","Achziv25","Achziv","R","30/10/2022",2022,25,"Fall",10,19295,"fish",35.092,33.073,"Achziv254Fall2022",0.565873718962937,0.139651919988945,0,0,0.148587980345381,0.145886380702737,NA,NA,NA,NA,NA,NA,NA,9,74,0,0,0,0,0,53,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,0,0,0,5,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0
"54","Achziv25","Achziv","R","30/10/2022",2022,25,"Fall",12,19295,"fish",35.092,33.073,"Achziv251Fall2022",0.411060593435085,0.185887541087195,0.034853913953849,0.0114709083898743,0.201378169511127,0.15534887362287,NA,NA,NA,NA,NA,NA,NA,10,80,0,0,0,0,0,20,8,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,12,9,4,0,0,0,0,16,0
"55","Achziv25","Achziv","R","30/10/2022",2022,25,"Fall",12,19295,"fish",35.092,33.073,"Achziv252Fall2022",0.247789016275336,0.315851576194555,0,0,0.178835822758241,0.257523584771867,NA,NA,NA,NA,NA,NA,NA,11,63,0,0,0,0,2,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,13,2,0,0,0,0,0,0,13,3,7,0,0,0,0,6,0
"56","Achziv25","Achziv","R","30/10/2022",2022,25,"Fall",12,19295,"fish",35.092,33.073,"Achziv253Fall2022",0.60040988502801,0.168137575400816,0,0,0.15749729024074,0.0739552493304343,NA,NA,NA,NA,NA,NA,NA,9,53,0,0,0,0,0,11,7,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0
"57","Achziv25","Achziv","R","31/10/2018",2018,25,"Fall",9,17835,"fish",35.092,33.073,"Achziv251Fall2018",0.804713405968735,0,0,0,0.106669148000271,0.0886174460309941,1.06218413209809,0.957144736576592,4.3993,0.0219258821072148,0.0421739130434783,23.41645390625,1.48144543735882,6,37,0,0,0,0,0,31,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
