"","site_id","site","reserve","sample_date","sample_year","depth_category","season","visibility","date_id","taxonomy_group","long","lat","tag","n_species_sample","n_ind_sample","Acantholabrus palloni","Argyrosomus regius","Atherinomorus forskalii","Cheilodipterus novemstriatus","Chromis chromis","Coris julis","Dasyatis pastinaca","Dasyatis sp","Diplodus puntazzo","Diplodus sargus","Diplodus vulgaris","Echeneis sp","Epinephelus costae","Epinephelus marginatus","Fistularia commersonii","Gobius bucchichi","Gobius sp","Gobius vittatus","Mycteroperca rubra","Pagrus auriga","Pagrus caeruleostictus","Parablennius rouxi","Parupeneus forsskali","Pterois miles","Saprisoma cretense","Sardin sp","Sargocentron rubrum","Scarus ghobban","Sciaena umbra","Scomber sp","Scomberomorus commerson","Seriola dumerili","Serranus cabrilla","Serranus scriba","Siganus luridus","Siganus rivulatus","Sparisoma cretense","Symphodus mediterraneus","Symphodus tinca","Synodus saurus","Taeniurops grabatus","Thalassoma pavo","Torquigener flavimaculosus"
"11","Achziv25","Achziv","R","18/11/2015",2015,25,"Fall",15,16757,"fish",35.092,33.073,"Achziv253Fall2015",8,20,0,0,0,0,3,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0
"12","Achziv25","Achziv","R","18/11/2015",2015,25,"Fall",15,16757,"fish",35.092,33.073,"Achziv254Fall2015",8,107,0,0,0,0,55,4,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,40,1,0,0,0,0,0,0
"13","Achziv25","Achziv","R","19/10/2020",2020,25,"Fall",5,18554,"fish",35.092,33.073,"Achziv251Fall2020",6,53,0,0,0,0,30,10,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0
"14","Achziv25","Achziv","R","19/10/2020",2020,25,"Fall",5,18554,"fish",35.092,33.073,"Achziv252Fall2020",9,53,0,0,0,0,7,6,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,1,0,0,0,6,0,0,0,0,0,1,0,5,20,0,0,0,0,0,0,0
"15","Achziv25","Achziv","R","19/10/2020",2020,25,"Fall",5,18554,"fish",35.092,33.073,"Achziv253Fall2020",7,84,0,0,0,0,46,7,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"16","Achziv25","Achziv","R","19/10/2020",2020,25,"Fall",5,18554,"fish",35.092,33.073,"Achziv254Fall2020",9,59,0,0,0,0,10,12,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,20,0,0,0,0,0,3,0
"17","Achziv25","Achziv","R","28/11/2021",2021,25,"Fall",10,18959,"fish",35.092,33.073,"Achziv252Fall2021",6,55,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,14,24,0,0,0,0,0,0,0
"18","Achziv25","Achziv","R","28/11/2021",2021,25,"Fall",10,18959,"fish",35.092,33.073,"Achziv253Fall2021",7,44,0,0,0,0,13,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,15,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"19","Achziv25","Achziv","R","28/11/2021",2021,25,"Fall",10,18959,"fish",35.092,33.073,"Achziv254Fall2021",10,87,0,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,18,1,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,0,0,10,1
"20","Achziv25","Achziv","R","28/11/2021",2021,25,"Fall",12,18959,"fish",35.092,33.073,"Achziv251Fall2021",7,35,0,0,0,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,5,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21","Achziv25","Achziv","R","30/10/2022",2022,25,"Fall",10,19295,"fish",35.092,33.073,"Achziv254Fall2022",9,74,0,0,0,0,53,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,0,0,5,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0
"22","Achziv25","Achziv","R","30/10/2022",2022,25,"Fall",12,19295,"fish",35.092,33.073,"Achziv251Fall2022",10,80,0,0,0,0,20,8,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,12,9,4,0,0,0,0,16,0
"23","Achziv25","Achziv","R","30/10/2022",2022,25,"Fall",12,19295,"fish",35.092,33.073,"Achziv252Fall2022",11,63,0,0,0,2,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,13,2,0,0,0,0,0,0,13,3,7,0,0,0,0,6,0
"24","Achziv25","Achziv","R","30/10/2022",2022,25,"Fall",12,19295,"fish",35.092,33.073,"Achziv253Fall2022",9,53,0,0,0,0,11,7,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0
"25","Achziv25","Achziv","R","31/10/2018",2018,25,"Fall",9,17835,"fish",35.092,33.073,"Achziv251Fall2018",6,37,0,0,0,0,31,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"26","Achziv25","Achziv","R","31/10/2018",2018,25,"Fall",10,17835,"fish",35.092,33.073,"Achziv252Fall2018",7,55,0,0,0,0,31,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0
"27","Achziv25","Achziv","R","31/10/2018",2018,25,"Fall",10,17835,"fish",35.092,33.073,"Achziv253Fall2018",7,28,0,0,0,0,8,7,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
"28","Achziv25","Achziv","R","31/10/2018",2018,25,"Fall",10,17835,"fish",35.092,33.073,"Achziv254Fall2018",5,92,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"29","Achziv45","Achziv","R","01/11/2020",2020,45,"Fall",5,18567,"fish",35.073,33.088,"Achziv451Fall2020",4,96,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,60,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"30","Achziv45","Achziv","R","01/11/2020",2020,45,"Fall",5,18567,"fish",35.073,33.088,"Achziv452Fall2020",5,71,0,0,0,0,52,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0
"31","Achziv45","Achziv","R","01/11/2020",2020,45,"Fall",5,18567,"fish",35.073,33.088,"Achziv453Fall2020",5,46,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0
"32","Achziv45","Achziv","R","01/11/2020",2020,45,"Fall",5,18567,"fish",35.073,33.088,"Achziv454Fall2020",8,40,0,0,0,0,5,0,0,0,0,20,1,0,0,2,0,0,0,0,6,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"33","Achziv45","Achziv","R","09/11/2021",2021,45,"Fall",8,18940,"fish",35.073,33.088,"Achziv452Fall2021",7,103,0,7,0,0,30,0,0,0,0,2,0,0,8,10,0,0,0,0,16,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34","Achziv45","Achziv","R","09/11/2021",2021,45,"Fall",8,18940,"fish",35.073,33.088,"Achziv453Fall2021",6,17,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
"35","Achziv45","Achziv","R","09/11/2021",2021,45,"Fall",9,18940,"fish",35.073,33.088,"Achziv451Fall2021",10,46,0,0,0,1,23,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,4,0
"36","Achziv45","Achziv","R","09/11/2021",2021,45,"Fall",9,18940,"fish",35.073,33.088,"Achziv454Fall2021",10,76,0,0,0,0,40,2,0,0,0,0,0,0,7,2,0,0,0,0,5,1,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0
"37","Achziv45","Achziv","R","09/12/2015",2015,45,"Fall",8,16778,"fish",35.073,33.088,"Achziv451Fall2015",3,18,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"38","Achziv45","Achziv","R","09/12/2015",2015,45,"Fall",8,16778,"fish",35.073,33.088,"Achziv452Fall2015",4,8,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39","Achziv45","Achziv","R","09/12/2015",2015,45,"Fall",8,16778,"fish",35.073,33.088,"Achziv453Fall2015",4,15,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0
"40","Achziv45","Achziv","R","09/12/2015",2015,45,"Fall",8,16778,"fish",35.073,33.088,"Achziv454Fall2015",5,147,0,0,0,0,20,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"41","Achziv45","Achziv","R","10/11/2019",2019,45,"Fall",8,18210,"fish",35.073,33.088,"Achziv451Fall2019",5,59,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,24,0,0,0,0,2,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42","Achziv45","Achziv","R","10/11/2019",2019,45,"Fall",8,18210,"fish",35.073,33.088,"Achziv452Fall2019",5,166,0,0,0,0,160,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"43","Achziv45","Achziv","R","10/11/2019",2019,45,"Fall",8,18210,"fish",35.073,33.088,"Achziv453Fall2019",4,15,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44","Achziv45","Achziv","R","10/11/2019",2019,45,"Fall",8,18210,"fish",35.073,33.088,"Achziv454Fall2019",4,31,0,0,0,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
"45","Achziv45","Achziv","R","15/11/2017",2017,45,"Fall",8,17485,"fish",35.073,33.088,"Achziv451Fall2017",3,20,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"46","Achziv45","Achziv","R","15/11/2017",2017,45,"Fall",8,17485,"fish",35.073,33.088,"Achziv452Fall2017",2,155,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47","Achziv45","Achziv","R","15/11/2017",2017,45,"Fall",9,17485,"fish",35.073,33.088,"Achziv453Fall2017",4,64,0,0,0,0,55,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"48","Achziv45","Achziv","R","15/11/2017",2017,45,"Fall",9,17485,"fish",35.073,33.088,"Achziv454Fall2017",6,83,0,0,0,0,0,0,0,0,0,2,0,0,5,3,0,0,0,0,51,0,0,0,0,2,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","Achziv45","Achziv","R","21/11/2018",2018,45,"Fall",8,17856,"fish",35.073,33.088,"Achziv451Fall2018",4,21,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"50","Achziv45","Achziv","R","21/11/2018",2018,45,"Fall",8,17856,"fish",35.073,33.088,"Achziv452Fall2018",4,50,0,0,0,0,40,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","Achziv45","Achziv","R","21/11/2018",2018,45,"Fall",8,17856,"fish",35.073,33.088,"Achziv453Fall2018",7,149,0,0,0,0,52,0,0,0,0,7,6,0,1,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","Achziv45","Achziv","R","21/11/2018",2018,45,"Fall",8,17856,"fish",35.073,33.088,"Achziv454Fall2018",5,15,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"53","Achziv45","Achziv","R","31/10/2022",2022,45,"Fall",7,19296,"fish",35.073,33.088,"Achziv454Fall2022",5,16,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"54","Achziv45","Achziv","R","31/10/2022",2022,45,"Fall",8,19296,"fish",35.073,33.088,"Achziv451Fall2022",7,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0
"55","Achziv45","Achziv","R","31/10/2022",2022,45,"Fall",8,19296,"fish",35.073,33.088,"Achziv452Fall2022",9,75,0,0,0,0,2,0,0,1,0,2,0,0,3,3,0,0,0,0,11,0,0,0,0,2,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56","Achziv45","Achziv","R","31/10/2022",2022,45,"Fall",8,19296,"fish",35.073,33.088,"Achziv453Fall2022",3,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
"57","SdotYam25","SdotYam","N","04/11/2019",2019,25,"Fall",10,18204,"fish",34.87,32.511,"SdotYam252Fall2019",5,20,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,1,0,0,0,0
"58","SdotYam25","SdotYam","N","04/11/2019",2019,25,"Fall",10,18204,"fish",34.87,32.511,"SdotYam253Fall2019",7,80,0,0,0,0,27,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,40,0,0,0,0,0,0,4
"59","SdotYam25","SdotYam","N","04/11/2019",2019,25,"Fall",10,18204,"fish",34.87,32.511,"SdotYam254Fall2019",5,73,0,0,0,0,41,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,20,0,0,0,0,0,0,0
"60","SdotYam25","SdotYam","N","04/11/2019",2019,25,"Fall",12,18204,"fish",34.87,32.511,"SdotYam251Fall2019",7,50,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,30,0,0,0,0,0,0,1
"61","SdotYam25","SdotYam","N","08/11/2017",2017,25,"Fall",8,17478,"fish",34.87,32.511,"SdotYam253Fall2017",4,26,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0
"62","SdotYam25","SdotYam","N","08/11/2017",2017,25,"Fall",8,17478,"fish",34.87,32.511,"SdotYam254Fall2017",5,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,40,1,0,0,0,0,4,1
"63","SdotYam25","SdotYam","N","08/11/2017",2017,25,"Fall",10,17478,"fish",34.87,32.511,"SdotYam251Fall2017",6,50,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,40,0,0,0,0,0,0,1
"64","SdotYam25","SdotYam","N","08/11/2017",2017,25,"Fall",10,17478,"fish",34.87,32.511,"SdotYam252Fall2017",7,79,0,0,20,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,47,0,0,1,0,0,0,0
"65","SdotYam25","SdotYam","N","13/10/2020",2020,25,"Fall",10,18548,"fish",34.87,32.511,"SdotYam251Fall2020",6,36,0,0,0,0,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5
"66","SdotYam25","SdotYam","N","13/10/2020",2020,25,"Fall",10,18548,"fish",34.87,32.511,"SdotYam252Fall2020",5,57,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,42,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"67","SdotYam25","SdotYam","N","13/10/2020",2020,25,"Fall",10,18548,"fish",34.87,32.511,"SdotYam253Fall2020",5,13,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
"68","SdotYam25","SdotYam","N","13/10/2020",2020,25,"Fall",10,18548,"fish",34.87,32.511,"SdotYam254Fall2020",6,24,0,0,0,0,10,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
"69","SdotYam25","SdotYam","N","16/10/2018",2018,25,"Fall",15,17820,"fish",34.87,32.511,"SdotYam251Fall2018",4,129,0,0,0,0,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,1,0
"70","SdotYam25","SdotYam","N","16/10/2018",2018,25,"Fall",15,17820,"fish",34.87,32.511,"SdotYam252Fall2018",5,100,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
"71","SdotYam25","SdotYam","N","16/10/2018",2018,25,"Fall",15,17820,"fish",34.87,32.511,"SdotYam253Fall2018",7,187,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,147,0,0,0,0,0,1,2
"72","SdotYam25","SdotYam","N","16/10/2018",2018,25,"Fall",15,17820,"fish",34.87,32.511,"SdotYam254Fall2018",4,62,0,0,0,0,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,16,0,0,0,0,0,0,0
"73","SdotYam25","SdotYam","N","16/11/2015",2015,25,"Fall",12,16755,"fish",34.87,32.511,"SdotYam251Fall2015",5,124,0,0,0,0,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"74","SdotYam25","SdotYam","N","16/11/2015",2015,25,"Fall",12,16755,"fish",34.87,32.511,"SdotYam252Fall2015",4,83,0,0,0,0,75,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"75","SdotYam25","SdotYam","N","16/11/2015",2015,25,"Fall",12,16755,"fish",34.87,32.511,"SdotYam253Fall2015",5,36,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"76","SdotYam25","SdotYam","N","16/11/2015",2015,25,"Fall",12,16755,"fish",34.87,32.511,"SdotYam254Fall2015",7,16,0,0,0,0,2,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0
"77","SdotYam25","SdotYam","N","25/10/2016",2016,25,"Fall",10,17099,"fish",34.87,32.511,"SdotYam251Fall2016",4,17,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"78","SdotYam25","SdotYam","N","25/10/2016",2016,25,"Fall",10,17099,"fish",34.87,32.511,"SdotYam252Fall2016",4,190,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0
"79","SdotYam25","SdotYam","N","25/10/2016",2016,25,"Fall",10,17099,"fish",34.87,32.511,"SdotYam253Fall2016",5,50,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,34,0,0,0,0,0,0,0
"80","SdotYam25","SdotYam","N","25/10/2016",2016,25,"Fall",10,17099,"fish",34.87,32.511,"SdotYam254Fall2016",4,117,0,0,0,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0
"81","SdotYam25","SdotYam","N","27/10/2022",2022,25,"Fall",5,19292,"fish",34.87,32.511,"SdotYam254Fall2022",3,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"82","SdotYam25","SdotYam","N","27/10/2022",2022,25,"Fall",6,19292,"fish",34.87,32.511,"SdotYam251Fall2022",3,12,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"83","SdotYam25","SdotYam","N","27/10/2022",2022,25,"Fall",6,19292,"fish",34.87,32.511,"SdotYam252Fall2022",9,28,0,0,0,0,10,0,0,0,0,0,0,0,2,4,0,0,0,0,5,0,0,0,0,2,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1
"84","SdotYam25","SdotYam","N","27/10/2022",2022,25,"Fall",6,19292,"fish",34.87,32.511,"SdotYam253Fall2022",5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
"85","SdotYam25","SdotYam","N","31/10/2021",2021,25,"Fall",8,18931,"fish",34.87,32.511,"SdotYam253Fall2021",5,86,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,4
